"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000232, 1, 0.000232, dimensionality_reduction=''PCA'', feature_extraction=''haralick'', learning_algorithm=''RF'', haralick_distance='1', max_features='0.5', n_estimators='10', pca_whiten=''true''
100000.098887, 2147483647.000000, 100000.101664, 1, 0.002777, dimensionality_reduction=''PCA'', feature_extraction=''haralick'', learning_algorithm=''RF'', haralick_distance='1', max_features='0.5', n_estimators='10', pca_whiten=''true''
200001.246545, 9.582718, 200001.332832, 2, 0.086287, dimensionality_reduction=''PCA'', feature_extraction=''inception'', learning_algorithm=''naive_learning_algorithm'', pca_whiten=''false''
200275.239101, 0.472901, 200275.407337, 3, 0.168236, dimensionality_reduction=''PCA'', feature_extraction=''naive_feature_extraction'', learning_algorithm=''SVM'', pca_whiten=''true'', svm_C='96.94212632786596', svm_gamma='1.570154967348919'
200666.379320, 0.453782, 200666.633020, 4, 0.253700, dimensionality_reduction=''ISOMAP'', feature_extraction=''naive_feature_extraction'', learning_algorithm=''SVM'', n_components='3', n_neighbors='7', svm_C='36.51736163061761', svm_gamma='1.2619655847205304'
301260.856270, 0.383027, 301261.260186, 5, 0.403917, dimensionality_reduction=''PCA'', feature_extraction=''VGG'', learning_algorithm=''SVM'', pca_whiten=''true'', svm_C='20.795970345861974', svm_gamma='4.682154274608617'
303362.973422, 0.306122, 303363.392708, 6, 0.419286, dimensionality_reduction=''naive_dimensionality_reduction'', feature_extraction=''naive_feature_extraction'', learning_algorithm=''RF'', max_features='0.42505450780370563', n_estimators='96'
306305.722673, 0.304114, 306306.526992, 7, 0.804319, dimensionality_reduction=''naive_dimensionality_reduction'', feature_extraction=''naive_feature_extraction'', learning_algorithm=''RF'', max_features='0.4447281133300503', n_estimators='117'
507855.282171, 0.266587, 507856.891719, 8, 1.609547, dimensionality_reduction=''naive_dimensionality_reduction'', feature_extraction=''VGG'', learning_algorithm=''RF'', max_features='0.6701966959554208', n_estimators='105'
